Brand_name,Price,Discount_item_clean,Discounted_Price_clean,Ratings_clean,Shades_clean
Glamveda Mini,250.0,38.0,155,34.0,6.0
Insight Professional,,,280,132.0,22.0
Nourish Mantra,899.0,39.0,548,348.0,2.0
M.A.C Amplified,,,2550,536.0,5.0
,219.0,8.0,201,60.0,3.0
Renee Cosmetics,599.0,17.0,499,221.0,3.0
Anastasia Beverly,,,2300,33.0,
Too Faced,,,3300,4.0,
Inglot AMC,2100.0,10.0,1890,32.0,19.0
FAE Beauty,1950.0,25.0,1463,2336.0,
Kryolan Lipstick,,,600,9.0,10.0
LAMEL Lip,135.0,15.0,115,105.0,5.0
,1299.0,25.0,974,4.0,2.0
The Real,675.0,50.0,338,13.0,9.0
Swiss Beauty,558.0,25.0,419,14710.0,
Lavenza PH,,,450,52.0,
Miss Claire,1375.0,35.0,894,113.0,
Gush Beauty,735.0,19.0,595,126.0,
Glamveda Always,250.0,38.0,155,83.0,11.0
Florence by,1300.0,10.0,1170,44.0,5.0
Estee Lauder,,,3900,145.0,3.0
KINDED Satin,299.0,5.0,284,15.0,8.0
Milani Keep,1600.0,5.0,1520,27.0,4.0
L.A. Girl,695.0,5.0,660,86.0,10.0
,898.0,22.0,700,2435.0,
Dear Dahlia,,,1650,32.0,
Colors Queen,425.0,23.0,327,28.0,16.0
Charmacy Milano,695.0,25.0,521,89.0,9.0
Moira Lip,1100.0,15.0,935,7.0,7.0
Lakme Turn,1248.0,25.0,941,96297.0,
Ora d'oro,1765.0,46.0,953,44.0,6.0
L.A. Girl,1095.0,10.0,986,,10.0
FLiCKA Lip,399.0,22.0,311,15.0,5.0
Love Earth,1496.0,55.0,673,13880.0,
Milagro Beauty,1390.0,30.0,973,30.0,
PAC Xoxo,,,1295,,2.0
Max Factor,800.0,20.0,640,36.0,3.0
,365.0,10.0,329,65261.0,
Renee Cosmetics,350.0,17.0,289,107.0,3.0
FLiCKA Weightless,399.0,22.0,311,30.0,12.0
L.A. Girl,250.0,25.0,188,179.0,2.0
IBA Moisture,299.0,25.0,224,76.0,3.0
L.A. Girl,675.0,25.0,506,87.0,
Milani Amore,1400.0,5.0,1330,108.0,5.0
Colors Queen,299.0,24.0,227,,21.0
Swiss Beauty,329.0,12.0,290,5.0,
Blue Heaven,275.0,15.0,234,69.0,4.0
Lotus Make,595.0,20.0,476,94.0,6.0
Just Herbs,595.0,27.0,434,,5.0
FASHION COLOUR,350.0,25.0,263,129.0,7.0
Maybelline New,,,658,152855.0,
Miss Claire,250.0,20.0,200,126.0,
PAC Auto,,,285,606.0,7.0
Color Chemistry,1049.0,20.0,839,31.0,6.0
Keauty Beauty,485.0,12.0,427,35.0,18.0
Focallure FA,,,995,2.0,4.0
Gush Beauty,999.0,30.0,699,7.0,4.0
TNW The,999.0,30.0,699,148.0,
PAT McGRATH,,,2700,259.0,2.0
LOVETC Gloss,,,800,,3.0
Colors Queen,199.0,15.0,169,2.0,18.0
Focallure Watery,775.0,10.0,698,,6.0
Glamveda Matte,299.0,40.0,179,13.0,22.0
,,,1075,132.0,
Maybelline New,1298.0,15.0,1103,119363.0,
PAC Matte,,,645,237.0,11.0
Makeup By,499.0,60.0,199,17.0,
Maybelline New,,,658,152854.0,
Lotus Make,595.0,20.0,476,227.0,1.0
Biotique Diva,800.0,35.0,520,71.0,12.0
Makeup Revolution,375.0,5.0,356,140.0,6.0
M.A.C Lip,,,2300,2.0,
FASHION COLOUR,299.0,25.0,224,386.0,1.0
Rimmel London,550.0,30.0,385,1010.0,3.0
Biotique Diva,499.0,35.0,324,416.0,12.0
Maybelline New,1598.0,15.0,1278,35907.0,
Type Beauty,999.0,35.0,649,130.0,15.0
Just Herbs,695.0,27.0,507,20.0,6.0
Half N,379.0,25.0,284,11.0,18.0
ICONIC London,,,2590,34.0,2.0
Coloressence Lip,,,899,,
Kiro Hydra,800.0,30.0,560,117.0,4.0
KIRO Glossfinity,1175.0,20.0,940,4.0,
House of,599.0,10.0,539,,3.0
,1199.0,40.0,719,47.0,1.0
Rufa Beauty,,,799,1.0,3.0
Orgatre Moodbliss,329.0,30.0,230,17.0,6.0
,549.0,48.0,285,57.0,33.0
Carlton London,995.0,25.0,746,13.0,
Aravi Organic,399.0,61.0,156,1215.0,2.0
Nykaa All,425.0,25.0,319,172.0,
Aravi Organic,399.0,61.0,156,1215.0,2.0
Nykaa All,425.0,25.0,319,172.0,
PAT McGRATH,,,2300,57.0,5.0
Colors Queen,325.0,15.0,276,3.0,
Lakme Lip,1500.0,33.0,1005,52698.0,
GLEVA Silky,399.0,15.0,339,11.0,6.0
Renee Cosmetics,499.0,15.0,425,962.0,3.0
Earth Rhythm,998.0,25.0,748,16598.0,
IBA Long,399.0,30.0,279,45.0,3.0
Nykaa Cosmetics,625.0,40.0,375,1846.0,5.0
Elitty Matte,399.0,38.0,247,,6.0
M.A.C Lip,,,2300,1.0,
Lotus Make,695.0,20.0,556,4.0,5.0
Milani Supercharged,,,1450,97.0,1.0
Gush Beauty,899.0,22.0,701,1.0,10.0
Rude Cosmetics,,,400,171.0,4.0
VERYMISS Ultra,295.0,25.0,222,2.0,13.0
Maybelline New,,,798,69331.0,
Keauty Beauty,699.0,15.0,594,8.0,17.0
Miss Claire,275.0,10.0,248,22007.0,12.0
Rufa Beauty,899.0,15.0,764,22.0,3.0
Max Factor,900.0,20.0,720,157.0,6.0
Swiss Beauty,578.0,25.0,434,37738.0,
PAC Soft,,,225,124.0,3.0
Lyon Beauty,399.0,40.0,239,39.0,22.0
Renee Cosmetics,750.0,15.0,639,24.0,4.0
Focallure Shine,695.0,10.0,626,2.0,3.0
ENN Semi,649.0,32.0,441,7.0,
Baked Beauty,375.0,47.0,199,6.0,4.0
NARS Ultimate,,,3500,1.0,2.0
Lotus Make,675.0,20.0,540,6.0,3.0
La Mior,875.0,10.0,788,4.0,7.0
Anastasia Beverly,2200.0,40.0,1320,21.0,
IBA Must,2895.0,35.0,1882,25.0,
Baked Beauty,849.0,53.0,399,3.0,
FASHION COLOUR,199.0,20.0,159,2.0,3.0
Maybelline New,,,1198,33381.0,
Baked Beauty,949.0,53.0,446,1.0,
Max Factor,900.0,20.0,720,29.0,8.0
DIOR Rouge,,,2900,,2.0
By Terry,3625.0,10.0,3263,8.0,5.0
PAC Intimatte,,,695,33.0,12.0
Lakme Lip,1497.0,10.0,1347,108.0,
Focallure FA,795.0,30.0,557,2.0,21.0
M.A.C Macximal,,,2550,,
Florence by,1300.0,10.0,1170,15.0,2.0
Beauty People,349.0,50.0,175,2.0,14.0
Earth Rhythm,998.0,25.0,748,18409.0,
Colors Queen,299.0,27.0,218,4.0,21.0
Paese Cosmetics,,,1399,15.0,4.0
PAT McGRATH,,,3100,,
M.A.C Lip,,,2300,,
SUGAR POP,299.0,15.0,254,224.0,10.0
Earth Rhythm,998.0,25.0,748,5959.0,
,119.0,5.0,113,3.0,2.0
Faces Canada,674.0,28.0,484,35366.0,
,599.0,48.0,311,44.0,24.0
,285.0,15.0,242,51228.0,
Lotus Make,375.0,20.0,300,589.0,2.0
Guerlain Contour,,,3300,,6.0
,999.0,40.0,599,4.0,
NYX Professional,,,699,112.0,1.0
Shiseido Lipliner,,,2200,2.0,6.0
Paese Cosmetics,,,1499,42.0,3.0
FASHION COLOUR,299.0,20.0,239,8.0,18.0
Guerlain Kisskiss,,,4375,,
The Real,865.0,60.0,346,7.0,10.0
Inglot Lipsatin,1200.0,10.0,1080,8.0,4.0
Makeup Revolution,695.0,8.0,639,155.0,3.0
PAC XOXO,795.0,10.0,716,10.0,13.0
Paese Cosmetics,1599.0,70.0,480,38.0,2.0
BLUR INDIA,699.0,22.0,545,1.0,
,295.0,5.0,280,22.0,
Shryoan Butter,249.0,15.0,212,,17.0
Too Faced,,,4200,,
Colorbar Starlit,699.0,20.0,559,744.0,1.0
Makeup Revolution,695.0,5.0,660,15.0,
Renee Cosmetics,550.0,15.0,469,269.0,
Tint Cosmetics,649.0,10.0,584,,3.0
Miss Claire,950.0,25.0,713,56.0,
Love Earth,299.0,10.0,269,160.0,
Maybelline New,1997.0,15.0,1697,197979.0,
FLiCKA Essential,399.0,22.0,311,17.0,6.0
Focallure FA,595.0,20.0,476,1.0,12.0
Elitty Jelly,499.0,40.0,299,76.0,8.0
MyGlamm LIT,,,495,644.0,4.0
Max Factor,,,900,,8.0
Spekta Cosmetics,,,550,89.0,1.0
Indulgeo Essentials,640.0,20.0,512,195.0,
AYA Super,,,499,75.0,
Matt look,399.0,25.0,299,8.0,6.0
Baked Beauty,375.0,47.0,199,3.0,4.0
Earth Rhythm,998.0,25.0,748,10639.0,
L.A. Girl,650.0,30.0,455,79.0,3.0
CUFFS N,399.0,15.0,339,,
,295.0,5.0,280,62.0,
KIRO The,1750.0,25.0,1313,460.0,
Glamveda High,325.0,40.0,195,65.0,12.0
Inatur Lip,295.0,25.0,221,344.0,6.0
Moira Glow,1060.0,15.0,901,14.0,4.0
,149.0,5.0,142,46.0,17.0
Ronzille Lip,199.0,10.0,179,1.0,2.0
Boujee Beauty,799.0,30.0,559,4.0,
Flower Beauty,1100.0,50.0,550,206.0,3.0
Keya Seth,649.0,40.0,389,42.0,8.0
L.A. Girl,675.0,20.0,540,63.0,4.0
Inglot Kiss,2500.0,10.0,2250,6.0,5.0
PAC Retro,,,1275,80.0,
Baked Beauty,849.0,53.0,399,4.0,
Rude Cosmetics,,,595,155.0,10.0
Diego dalla,1950.0,20.0,1560,5.0,6.0
PIXI Botanical,,,1550,26.0,
Renee Cosmetics,750.0,30.0,525,370.0,
July Vibrant,499.0,30.0,349,5.0,5.0
Miss Claire,150.0,25.0,113,1144.0,1.0
Miss Claire,395.0,20.0,316,48.0,
Lenphor Colour,,,499,210.0,3.0
Revlon Kohl,275.0,20.0,220,762.0,
Rude Cosmetics,,,350,181.0,18.0
Colors Queen,498.0,40.0,299,,
Natasha Moor,2300.0,25.0,1725,35.0,15.0
Mila Beaut,360.0,15.0,306,,
Colorbar Date,1198.0,28.0,863,24063.0,
Character Fabulous,649.0,15.0,552,40.0,7.0
Character Lip,699.0,15.0,594,32.0,4.0
Faces Canada,514.0,31.0,354,91261.0,
Color Chemistry,1049.0,20.0,839,,3.0
SoulTree Lip,,,1095,29.0,3.0
Focallure Sparkling,995.0,10.0,896,1.0,2.0
M.A.C Macximal,,,2550,,
LAURA MERCIER,2700.0,20.0,2160,2.0,11.0
Coloressence Matte,299.0,10.0,269,65.0,3.0
Tint Cosmetics,750.0,10.0,675,,2.0
Fabessentials Coconut,195.0,10.0,176,43.0,
Makeup Revolution,650.0,10.0,585,35.0,6.0
Faces Canada,1038.0,29.0,738,89721.0,
Renee Cosmetics,599.0,20.0,479,,1.0
Elitty Make,299.0,17.0,248,1.0,4.0
FLENC Cryla,,,689,,6.0
Charmacy Milano,495.0,25.0,371,48.0,3.0
Max Factor,1100.0,20.0,880,59.0,1.0
BLUR INDIA,699.0,22.0,545,,
Rude Cosmetics,,,450,336.0,2.0
Sigma Beauty,2050.0,30.0,1435,72.0,3.0
Miss Claire,600.0,25.0,450,40.0,
ETUDE HOUSE,1350.0,10.0,1215,199.0,
Faces Canada,1298.0,30.0,914,44203.0,
Lotus Make,695.0,20.0,556,59.0,1.0
Fran Wilson,,,7900,1.0,
Matt Look,249.0,25.0,187,485.0,7.0
Pierre Cardin,1075.0,36.0,688,15.0,12.0
Type Beauty,799.0,10.0,719,2.0,3.0
Color Chemistry,749.0,20.0,599,4.0,1.0
FLiCKA Essential,399.0,22.0,311,13.0,6.0
Wet n,325.0,10.0,293,259.0,1.0
MAKE UP,,,2100,49.0,1.0
Renee Cosmetics,750.0,15.0,639,,2.0
Essence Long,340.0,20.0,272,70.0,8.0
Inglot Soft,1500.0,10.0,1350,,6.0
Keya Seth,499.0,40.0,299,130.0,5.0
Orgatre Lush,499.0,10.0,449,5.0,1.0
Charmacy Milano,695.0,25.0,521,43.0,4.0
,1299.0,40.0,779,34.0,1.0
ETUDE HOUSE,,,950,144.0,
Character Lip,999.0,15.0,849,15.0,
Miss Claire,750.0,25.0,563,42.0,
Renee Cosmetics,1250.0,28.0,899,32.0,
Inglot Lipsatin,2500.0,10.0,2250,5.0,12.0
Makeup Revolution,595.0,10.0,536,45.0,
Miss Claire,650.0,25.0,488,54.0,
Beauty People,249.0,40.0,149,2.0,6.0
Essence Stay,430.0,20.0,344,80.0,5.0
M.A.C Powder,,,3400,2.0,
Maybelline New,,,1648,42792.0,
Lamel Lamel,295.0,5.0,280,292.0,
FASHION COLOUR,299.0,20.0,239,2.0,19.0
Coloressence Semi,650.0,25.0,488,100.0,12.0
Focallure FA,550.0,25.0,413,2.0,15.0
Jeffree Star,2590.0,15.0,2202,,6.0
Olivia Liquid,249.0,10.0,224,33.0,8.0
Half N,249.0,25.0,187,389.0,5.0
AYA True,,,249,19.0,
Miss Claire,1425.0,25.0,1069,39.0,
Revolution Pro,695.0,35.0,452,87.0,6.0
Max Factor,800.0,20.0,640,183.0,2.0
LAURA MERCIER,,,2500,,9.0
Beauty People,299.0,45.0,164,7.0,8.0
Protouch Lip,599.0,26.0,443,91.0,2.0
Aravi Organic,199.0,49.0,101,294.0,1.0
Maybelline New,1648.0,20.0,1318,35261.0,
Daughter Earth,875.0,10.0,788,23.0,3.0
Essence Stay,430.0,20.0,344,22.0,4.0
Milani Color,1075.0,5.0,1021,5.0,
AYA True,,,249,83.0,
Milani Color,1075.0,5.0,1021,131.0,3.0
Dear Dahlia,,,2800,8.0,2.0
Focallure Kissproof,675.0,20.0,540,,6.0
,285.0,15.0,242,55336.0,
Guerlain Kiss,,,3950,5.0,
ENN Pout,450.0,14.0,387,256.0,4.0
Nudestix Gel,,,2850,15.0,4.0
Sedell Paris,,,595,2.0,24.0
Shryoan Rich,349.0,15.0,297,6.0,15.0
Smashbox Be,,,2650,1.0,
L.A. Girl,595.0,30.0,417,28.0,4.0
Carlton London,895.0,25.0,671,,
VERYMISS Matte,295.0,40.0,177,8.0,3.0
,599.0,40.0,359,464.0,4.0
,299.0,15.0,254,87.0,15.0
Swiss Beauty,747.0,25.0,560,31451.0,
Maybelline New,,,658,152853.0,
Miss Claire,250.0,20.0,200,130.0,
Makeup Revolution,495.0,15.0,421,216.0,4.0
Lyon Beauty,299.0,15.0,254,17.0,
,399.0,48.0,207,28.0,24.0
MyGlamm Perfect,,,695,167.0,1.0
STAZE De,1316.0,21.0,1040,184.0,
Pigment Play,499.0,10.0,449,10.0,8.0
Stars Cosmetics,,,600,18.0,12.0
FASHION COLOUR,300.0,25.0,225,36.0,2.0
FAE Beauty,1050.0,25.0,788,1771.0,
Blue Heaven,290.0,15.0,246,27369.0,
Faces Canada,1198.0,26.0,888,60499.0,
FASHION COLOUR,300.0,25.0,225,28.0,3.0
METABU Super,649.0,20.0,519,1.0,12.0
Dear Dahlia,,,3100,,
Paese Cosmetics,,,1499,20.0,1.0
Carlton London,635.0,35.0,413,,4.0
BLUR INDIA,599.0,9.0,545,1.0,
Lenphor Treasure,,,599,58.0,14.0
Incolor Professional,,,299,79.0,4.0
KIRO The,1750.0,25.0,1313,1839.0,
Milani Must,3900.0,5.0,3705,42.0,
PAC Lip,,,575,36.0,6.0
Swiss Beauty,919.0,25.0,689,174.0,
Earth Rhythm,998.0,25.0,748,7770.0,
NEYAH Mid,,,325,15.0,12.0
Givenchy Le,,,4200,,1.0
Maybelline New,,,1124,68959.0,
M.A.C Lip,,,2300,1.0,
Makeup Revolution,395.0,15.0,336,301.0,1.0
Wearified Butter,,,899,1.0,4.0
Diego dalla,2120.0,20.0,1696,3.0,5.0
Inglot Kiss,2500.0,10.0,2250,10.0,4.0
Baked Beauty,375.0,47.0,199,4.0,4.0
FAE Beauty,1198.0,20.0,958,596.0,
FLiCKA FLiCKA,799.0,35.0,519,7.0,7.0
Keauty Beauty,399.0,8.0,367,7.0,6.0
Biotique Starlit,550.0,30.0,385,63.0,6.0
L.A. Girl,675.0,30.0,473,26.0,10.0
L.A. Girl,675.0,19.0,547,28.0,8.0
Miss Claire,1170.0,25.0,878,99.0,
Organic Harvest,595.0,35.0,387,6.0,7.0
Stila Cosmetics,2190.0,15.0,1862,1.0,2.0
Biotique Starshimmer,450.0,35.0,293,162.0,8.0
C.A.L Los,,,385,6.0,6.0
Paese Cosmetics,1599.0,20.0,1279,33.0,5.0
Carlton London,695.0,35.0,452,,9.0
Maybelline New,,,1048,120910.0,
L.A. Girl,675.0,25.0,506,28.0,6.0
Carlton London,635.0,35.0,413,1.0,8.0
VERYMISS Matte,295.0,40.0,177,36.0,10.0
Stars Cosmetics,,,650,17.0,9.0
Maybelline New,,,1048,120910.0,
Coloressence Roseate,550.0,15.0,468,26.0,2.0
Shopaarel Gloss,999.0,20.0,799,6.0,11.0
Florence by,1150.0,10.0,1035,17.0,3.0
KINDED Lip,549.0,27.0,399,15.0,10.0
,299.0,25.0,224,2.0,4.0
Wearified Lip,,,999,5.0,5.0
Milani Bold,1075.0,5.0,1021,32.0,3.0
Lenphor Matt,,,799,29.0,9.0
Coloressence Lipstay,,,699,1.0,
Inglot Me,2500.0,10.0,2250,1.0,4.0
ALiX AViEN,,,1050,18.0,8.0
Flower Beauty,1100.0,50.0,550,10.0,1.0
Joyology Beauty,,,699,,6.0
PAC Lip,,,645,,
Olivia Tints,499.0,20.0,399,1.0,7.0
Shryoan Chic,229.0,15.0,195,4.0,18.0
LN PRO,350.0,10.0,315,,4.0
PAC Precisionist,,,1195,6.0,
Coloressence Pure,399.0,15.0,339,50.0,2.0
Blue Heaven,330.0,16.0,277,14823.0,
Milani Color,1075.0,5.0,1021,37.0,
Lenphor Rebel,,,599,21.0,4.0
Character Creamy,949.0,15.0,807,10.0,2.0
Milani Color,1075.0,5.0,1021,5.0,
CUFFS N,399.0,15.0,339,1.0,
Givenchy Le,,,4200,,
Moody Vitamin,349.0,7.0,325,139.0,4.0
Sedell Paris,,,599,,13.0
Recode Get,499.0,20.0,399,9.0,
TNW The,999.0,30.0,699,82.0,
Colors Queen,999.0,28.0,719,100.0,3.0
Miss Claire,1595.0,25.0,1196,23.0,
asa Day,,,990,2.0,
Rude Cosmetics,,,400,147.0,5.0
KINDED Lip,599.0,33.0,399,11.0,4.0
BH Cosmetics,325.0,25.0,244,7.0,6.0
Beromt Date,599.0,20.0,479,,
Paese Cosmetics,,,1699,9.0,2.0
L Factor,,,625,,6.0
Note Cosmetique,,,725,,9.0
FLiCKA Lip,599.0,22.0,467,8.0,5.0
L.A. Girl,650.0,24.0,494,31.0,7.0
PAC Retro,,,1275,15.0,
FASHION COLOUR,199.0,20.0,159,,
Miss Claire,1095.0,25.0,821,3.0,
Nykaa Cosmetics,1524.0,31.0,1058,79360.0,
Revolution Pro,850.0,35.0,553,12.0,4.0
Makeup Revolution,699.0,15.0,594,67.0,3.0
Beromt Mini,599.0,20.0,479,,
FLENC Ritzy,,,749,1.0,6.0
ENN Mousse,849.0,12.0,747,,
Miss Claire,500.0,25.0,375,22.0,
ALiX AViEN,,,850,18.0,2.0
Shryoan Flirt,199.0,15.0,169,7.0,3.0
FASHION COLOUR,200.0,25.0,150,33.0,1.0
Rhe Cosmetics,499.0,70.0,149,1.0,
Blue Heaven,998.0,25.0,748,214.0,
Maybelline New,,,1124,68959.0,
Stars Cosmetics,,,550,12.0,3.0
Sedell Paris,,,575,1.0,21.0
Bobbi Brown,,,3990,446.0,2.0
Lakme Eyeconic,650.0,15.0,553,6.0,
FLiCKA Lasting,699.0,22.0,545,9.0,5.0
Daughter Earth,1395.0,20.0,1116,42.0,3.0
Beauty People,299.0,45.0,164,1.0,8.0
VERYMISS Set,1180.0,30.0,826,2.0,
Disguise Cosmetics,,,700,603.0,1.0
Makeup Revolution,695.0,10.0,626,37.0,
Colors Queen,498.0,40.0,299,,
The Skin,499.0,10.0,449,,4.0
Paese Cosmetics,1599.0,70.0,480,15.0,1.0
Makeup Revolution,650.0,15.0,553,7.0,
Diego dalla,1660.0,20.0,1328,4.0,13.0
Scarlett Cosmetic,2850.0,20.0,2280,1.0,5.0
PAC Retro,,,1275,3.0,
Milani Color,1075.0,5.0,1021,12.0,
CUFFS N,325.0,15.0,276,1.0,
ZM Zayn,349.0,35.0,227,243.0,1.0
Makeup Revolution,795.0,5.0,755,9.0,
Character Gossip,749.0,15.0,637,1.0,4.0
Milani Supercharged,1450.0,5.0,1378,31.0,2.0
Jaquline USA,,,699,4.0,5.0
BLUR INDIA,599.0,27.0,437,1.0,
Boujee Beauty,799.0,30.0,559,2.0,
Street Wear,499.0,20.0,399,25.0,4.0
Just Herbs,2495.0,27.0,1821,8.0,
Spekta Cosmetics,,,999,2.0,
Max Factor,800.0,20.0,640,135.0,1.0
FeMent Aqua,649.0,20.0,519,,
Miss Claire,1425.0,35.0,926,9.0,
PAC Moody,,,840,1010.0,
Joyology Beauty,,,799,,12.0
Lovechild Masaba,1000.0,20.0,800,1160.0,
Just Herbs,1525.0,27.0,1113,15.0,
Tinge Mutlishade,,,750,10.0,2.0
LN PRO,395.0,10.0,356,,6.0
AYA True,,,249,5.0,
Makeup Revolution,550.0,5.0,523,6.0,2.0
Tinge Wax,,,1250,16.0,14.0
Type Beauty,2997.0,50.0,1499,,
Incolor Exposed,,,399,20.0,14.0
Colors Queen,199.0,15.0,169,1.0,2.0
Swiss Beauty,598.0,25.0,449,3086.0,
TNW The,960.0,30.0,672,31.0,4.0
LoveChild Masaba,1500.0,20.0,1200,1083.0,
Just Herbs,2495.0,27.0,1821,7.0,
Disguise Cosmetics,,,500,1040.0,1.0
Eveline Cosmetics,995.0,10.0,896,,8.0
Inglot Rich,1500.0,10.0,1350,9.0,2.0
FASHION COLOUR,595.0,25.0,446,44.0,4.0
SERY Butter,,,499,446.0,2.0
Colors Queen,498.0,40.0,299,,
L.A. Girl,550.0,35.0,358,68.0,5.0
Miss Claire,875.0,35.0,569,1.0,
Gala of,299.0,22.0,233,75.0,10.0
Colors Queen,498.0,40.0,299,,
LN PRO,400.0,10.0,360,1.0,6.0
Pro Arte,475.0,15.0,404,3.0,9.0
La Mior,1980.0,10.0,1782,,
VERYMISS Check,395.0,50.0,198,27.0,3.0
MAKEUP BY,499.0,70.0,149,7.0,
Renee Cosmetics,750.0,30.0,525,179.0,
Eveline Cosmetics,799.0,10.0,719,,3.0
Wet n,399.0,15.0,339,202.0,1.0
SERY Matte,,,299,329.0,3.0
Makeup Revolution,695.0,25.0,521,12.0,2.0
Manish Malhotra,799.0,25.0,599,22.0,
Pierre Cardin,1075.0,36.0,688,11.0,7.0
Glamveda Serum,599.0,40.0,359,34.0,1.0
Sigma Beauty,1850.0,30.0,1295,22.0,5.0
Faces Canada,898.0,32.0,614,19196.0,
ENN Extra,599.0,17.0,497,25.0,
,,,799,8283.0,1.0
Smashbox Always,,,2500,480.0,1.0
Street Wear,499.0,20.0,399,184.0,6.0
Bella Voste,,,299,459.0,1.0
Pierre Cardin,1600.0,36.0,1024,3.0,6.0
Flower Beauty,825.0,50.0,413,745.0,3.0
MyGlamm Define,599.0,30.0,419,4.0,2.0
Focallure Blurmax,795.0,10.0,716,,
Keya Seth,499.0,40.0,299,80.0,9.0
VERYMISS Set,1180.0,30.0,826,2.0,
M.A.C Powerglass,,,1900,118.0,2.0
Biotique Starshine,600.0,35.0,390,51.0,14.0
CUFFS N,399.0,15.0,339,1.0,
Pro Arte,275.0,15.0,234,53.0,4.0
Miss Claire,2650.0,25.0,1988,7.0,
CUFFS N,325.0,15.0,276,,
Shryoan Glassy,199.0,15.0,169,4.0,
Shryoan Pretty,708.0,15.0,602,7.0,
M.A.C Lip,,,2300,,
Diego dalla,1700.0,20.0,1360,1.0,3.0
AYA True,,,249,13.0,
Makeup Revolution,475.0,30.0,333,14.0,2.0
Miss Claire,550.0,35.0,358,21.0,
Lenphor Velvestick,,,449,49.0,1.0
Lenphor Velvestick,,,449,49.0,1.0
Blue Nectar,545.0,9.0,495,26.0,4.0
Joyology Beauty,,,399,,6.0
Keya Seth,699.0,40.0,419,9.0,7.0
Swiss Beauty,927.0,25.0,695,52442.0,
Colorbar Kiss,1198.0,25.0,899,24062.0,
LAMEL Flamy,525.0,5.0,499,1.0,
Coloressence Pure,399.0,15.0,339,2.0,6.0
Matt look,300.0,8.0,276,7.0,2.0
Miss Claire,275.0,25.0,206,123.0,
Miss Claire,1150.0,25.0,863,3.0,
Just Herbs,2495.0,27.0,1821,6.0,
asa Two,,,990,1.0,
By Terry,,,3300,,
Zilch Gloss,,,550,7.0,3.0
Sedell Paris,,,459,1.0,21.0
L.A. Colors,350.0,10.0,315,2228.0,2.0
CUFFS N,399.0,15.0,339,,
Just Herbs,1525.0,27.0,1113,9.0,
Joyology Beauty,,,699,,12.0
Revolution Pro,850.0,10.0,765,69.0,3.0
Colors Queen,498.0,40.0,299,,
BLISCENT Berry,250.0,25.0,188,255.0,
FAE Beauty,1349.0,25.0,1012,444.0,
Fran Wilson,,,790,12.0,7.0
VERYMISS Set,1180.0,30.0,826,,
Sedell Paris,,,525,2.0,12.0
Revolution Pro,950.0,30.0,665,14.0,2.0
Insight Cosmetics,575.0,10.0,518,23616.0,
Jaquline USA,,,699,,3.0
Paese Cosmetics,1399.0,70.0,420,4.0,1.0
ALiX AViEN,,,590,1.0,3.0
Boujee Beauty,799.0,30.0,559,5.0,
FASHION COLOUR,375.0,25.0,281,11.0,2.0
Makeup Revolution,550.0,5.0,523,6.0,
Colorbar Sinful,1594.0,28.0,1148,17994.0,
Dear Dahlia,,,2800,1.0,2.0
Bella Voste,,,225,355.0,1.0
Revolution Powder,695.0,25.0,521,1.0,
I AM,1399.0,50.0,700,8.0,3.0
asa Pretty,,,990,2.0,
Makeup Revolution,499.0,8.0,459,22.0,
Miss Claire,275.0,20.0,220,234.0,
FASHION COLOUR,460.0,20.0,368,,
Beromt Bridemaid,599.0,20.0,479,,
Revolution Pro,795.0,5.0,755,1.0,6.0
CUFFS N,399.0,15.0,339,,
Jaquline USA,,,399,1.0,2.0
Colorbar Powerkiss,798.0,20.0,638,18711.0,
SERY Stay,,,499,9.0,5.0
Type Beauty,2997.0,50.0,1499,,
Riyo Herbs,499.0,30.0,349,,6.0
Daughter Earth,1175.0,10.0,1058,,13.0
Colorbar Powerkiss,1094.0,20.0,875,16951.0,
Eveline Cosmetics,899.0,10.0,809,,4.0
Pierre Cardin,750.0,36.0,480,44.0,9.0
AYA True,,,249,86.0,
Blue Heaven,330.0,16.0,277,4136.0,
Love Earth,948.0,10.0,853,12512.0,
Coloressence Lipstay,,,699,,
Coloressence Lipstay,,,699,,
Lenphor Lasche,,,699,11.0,1.0
GlamGals Matte,,,425,15.0,2.0
C.A.L Los,,,260,317.0,2.0
L.A. Girl,675.0,30.0,473,35.0,1.0
Neud Matte,980.0,32.0,666,1.0,
METABU Intense,349.0,20.0,279,1.0,6.0
Beromt Mini,599.0,20.0,479,,
FeMent Clean,899.0,20.0,719,2.0,8.0
FASHION COLOUR,395.0,25.0,296,3.0,1.0
Essence Hydra,360.0,20.0,288,31.0,2.0
Miss Claire,895.0,35.0,582,42.0,
Rhe Cosmetics,1250.0,60.0,499,1.0,
Beromt Diva,599.0,20.0,479,,
Blue Heaven,998.0,25.0,748,326.0,
L Factor,,,650,1.0,12.0
Spekta Cosmetics,,,999,,
Tinge Liquid,,,1250,5.0,6.0
Neud Matte,980.0,32.0,666,4.0,
CUFFS N,399.0,15.0,339,,
XX Revolution,799.0,5.0,759,1.0,6.0
Makeup Revolution,695.0,18.0,570,67.0,1.0
Street Wear,499.0,20.0,399,67.0,1.0
Love Earth,948.0,10.0,853,2436.0,
Max Factor,800.0,20.0,640,19.0,1.0
Matt look,798.0,12.0,706,86.0,
Eveline Cosmetics,795.0,10.0,716,,7.0
Focallure Lasting,775.0,10.0,698,,3.0
